473c4a93e3	@GENE$ is a transmembrane glycoprotein present on the endothelial cell surface of the body and plays a pivotal role in regulating @PROCESS$ cascade.	participates_in
47338380ec	These results suggested that @GENE$ has an ability to promote the presynaptic differentiation and @PROCESS$ of excitatory synapses in neurons.	enhances
4bb5637b47	Previous studies had verified that @GENE$ performed a restraining function in @PROCESS$ and stretch.	inhibits
072c269d30	Tributyrin oral delivery could reduce the concentration of IL-β and SAA in blood, and downregulate the gene expression of TLR2 and IL-1β but upregulate the @PROCESS$ of @GENE$ and GPR 41 in pre-weaned dairy calves.	other
85603ec9ce	Two studies demonstrated that treatment with @GENE$-Ig, which can reduce self-reactive @PROCESS$ and liver inflammation significantly, could obviously reduce the level of portal inflammation and biliary cell damage in the mouse model.	inhibits
5e7859f20f	Injection of @GENE$ can reverse many @PROCESS$ symptoms in obese mice.	other
fa69abe1ae	To assess the potential of @GENE$ to enhance long-term humoral and cellular immune @PROCESS$, we fabricated MN patches containing low dose, high dose or low dose H1N1 vaccine (A/Christchurch/16/2010, A/California/07/2009-like) with GM-CSF in an experimental design similar to the initial screening experiments in which we demonstrated superior immune responses after MN patch vaccination compared to the needle and syringe approach (Fig. 7A).	enhances
a1cae0ed54	The transcription factors @GENE$ and T-bet promote Th @PROCESS$ and are major regulators of Th2 and Th1 differentiation, respectively.	enhances
1267598c1b	Nevertheless, @PROCESS$ of the @GENE$ gene was low (between 6% and 12%) despite inhibited gene expression in MIA PaCa-2 and PANC-1 cells.	other
9d16c4a156	In this study, we follow up on these results to identify the molecular mechanisms by which @GENE$ loss promotes @PROCESS$.	enhances
1f162401fa	Th1 cells promote @PROCESS$ by releasing IL-2 and IFN-γ, while Th2 cells release cytokines such as @GENE$ to promote B cell proliferation and differentiation to produce antibodies.	other
53a4a74ac0	Trophoblast-derived CXCL12 with CXCR4 not only promotes @PROCESS$, invasion, and apoptosis via an autocrine manner but also enhances DSC invasion by upregulating the @GENE$ expression in a paracrine manner.	other
f4f8da6847	Besides, Zou et al. published that @GENE$ can act as an E3 ubiquitin ligase and reduce @PROCESS$ by degradation of transcription factor NFATc2, which results in the resistance to PD-1 inhibitors.	inhibits
d1b3f285ba	Soluble @GENE$ alpha inhibits tau @PROCESS$ through modulation of GSK3β signaling pathway   	inhibits
d94c398196	Molecular targets of @GENE$ in glucose and @PROCESS$.	other
ee7b05abc9	Certainly, our future work will focus on the functional analysis of @GENE$ in inhibiting @PROCESS$ and explore the actual possibility of ferroptosis‐based immunotherapy in vivo and in vitro.	inhibits
3de9986db5	Using ribosome profiling, we found that HAX1 regulates the FAK pathway to influence microvessel formation and promote NPC metastasis by enhancing the @PROCESS$ efficiency of @GENE$.	other
b6cb8be1a7	Since HRASG12V-expressing cells experience more RS than wild-type cells during treatment with @GENE$i + gemcitabine, this might result in a more profound stalling of @PROCESS$ and subsequently delay the cell cycle exit.	other
2f247a73e6	Over-expression of GLUT4 in skeletal muscle promotes @PROCESS$, which offsets @GENE$ resistance in diabetic mice.	other
6af0e657bb	siRNA-mediated knockdown of @GENE$ suppresses @PROCESS$.	inhibits
a8d53fe213	Interestingly, ZNF2 functions in C. neoformans @PROCESS$ and in virulence, as @GENE$ overexpression was shown to abolish fungal virulence in mouse infection models, and to induce sex-independent filamentous growth in vitro and during infection.	other
5855d85272	The finding is supported by the previously reported role of @GENE$ as an inhibitor of @PROCESS$ entry and progression in malignant cells.	inhibits
96c30e4637	In particular, in a short-term model of trained immunity (priming with GM-CSF or IL-3 and LPS stimulation the following day), @GENE$ and IL-3 enhance LPS-induced @PROCESS$ at the post-transcriptional level by modulating p38 and nicotinamide adenine dinucleotide (NAD)-dependent sirtuin 2 (SIRT2) activities.	enhances
b8938f86ae	@GENE$ functions in Ca(2+) @PROCESS$ and cell life and death in health and disease	participates_in
e8eaf8aaae	Induced hypoxia in glioma U251 and SWO-38 cell lines reduces the expression of E-cadherin and α-catenin, while it induces mesenchymal markers, including N-cadherin, @GENE$, and SNAIL1, which normally promote the EMT during @PROCESS$.	other
097be590c3	These 39 transcripts are expressed from 22 genes and encode proteins involved in reproductive system development (Sox2, Tbx3 and Krt8), @PROCESS$ (Ccne1, Cdkn1b and Tex14), and cell differentiation (Klf2, @GENE$, Slc25a4 and Zmynd8).	other
375e1e4d93	In this study, we clarify the mechanism and found that @GENE$ and ERK1/2/β-catenin/MMP7 signalling are involved in the inhibition of @PROCESS$ and invasion by PLCD1.	other
003b86f3bb	Glycogen synthase kinase-3 inhibition induces glioma @PROCESS$ through @GENE$, nuclear factor-kappaB, and glucose regulation	other
fb46dca256	Deficiency of @GENE$ also promotes renal cancer @PROCESS$ by facilitating HIF-1α-VEGF signal pathway activation.	enhances
5e743e9038	Functional analyses in cell culture showed that @GENE$ reduced @PROCESS$ and clonogenicity.	inhibits
