9bc8237014	These proteins are expressed only in hepatocytes, gallbladder epithelium, and @CELL$ and function as obligate heterodimers responsible for excretion of @CHEMICAL$, with plant sterols preferred over cholesterol.	other
8c3991925b	In summary, the older subjects receiving higher amounts of all essential amino acids (isoleucine, leucine, lysine, methionine, cysteine, phenylalanine, tyrosine, threonine, tryptophane, valine, arginine, histidine, alanine, aspartic acid, glutamic acid, @CHEMICAL$, proline, serine) with their daily diet exhibit significantly lower @CELL$ responsiveness to AA-, COL- and ADP.	other
0c0633e2b5	Existing experiments have demonstrated that platelets can carry and release various factors and then activate the SAFE and RISK pathways to play a cardioprotective role by mediating @CELL$ secreted factors (such as @CHEMICAL$-1 phosphate, stromal cell-derived factor 1α, transforming growth factor β1, and microRNAs).	other
03adef95bb	In addition, it was recently demonstrated using in vitro coculture systems that RD induces the @CHEMICAL$ release from melanocytes, and both ROS generation and ATP release cooperatively act on DCs, resulting in the upregulation of the co-stimulatory molecule CD86 and Th1-differentiating cytokine IL-12, potentially leading to the generation of @CELL$-specific CTLs and eventually leukoderma.	other
78f9a63eb4	Moreover, our recent work (Figure 6 and Supplemental Table 3A in ref.) shows that in @CELL$ expressing AE1 (±CA IV or ±@CHEMICAL$) and exposed to Cl−-free CO2/HCO3− solution, the presence of CA IV does not affect the rates of pHi recovery.	other
2b6bba71bc	Then, @CELL$ were embedded in @CHEMICAL$ + embedding solution, solidified in an oven and sliced with an ultramicrotome at 50–60 nm.	other
e550e0a2b0	@CHEMICAL$ production, @CELL$ counts, and platelet function are normal, but fibrin deposition is greatly reduced.	other
f4ad983c03	Vitamin B12 plays an essential role in various body functions, such as normal growth and development (especially in children), normal production of @CELL$ (in conjunction with folate), nerve system function, DNA synthesis, processing and burning of fat and carbohydrate, and participates in the conversion of homocysteine to @CHEMICAL$.	other
bb6b1e9a88	Histidine‐rich @CHEMICAL$ (HRG) is a secretory glycoprotein, secreted primarily by @CELL$, that binds to a variety of ligands including heme, heparin, heparan sulphate, platelet‐reactive protein, plasminogen and divalent metal ions.	secretes
375caea57a	In a rat renal hypertension model, treatment with the fast-releasing H2S donor sodium hydrosulfide (NaHS) dilated isolated aortic rings by relaxing @CELL$, mediated by increased @CHEMICAL$–PKG activity, in a dose-dependent manner.	responds_to
0404a8239c	The combined use of dasatinib and @CHEMICAL$ as a senolytic cocktail could selectively remove senescent @CELL$ from a bleomycin-induced IPF mouse model, thus delaying the progress of pulmonary fibrosis in mice with excellent safety and efficiency.	other
52027af64c	The normal melanocyte is isolated from other @CELL$ and does not have @CHEMICAL$ retained inside.	other
f8869e27f0	THP-1 derived @CELL$ were loaded with NBD-cholesterol firstly, and then HDL was added to induce the efflux of NBD-@CHEMICAL$.	other
05137c760c	Furthermore, the significant reduction of DG neuronal number and antioxidant (GPx) level in all the treated groups highlights the venerability of the hippocampal @CELL$ to antioxidant deficiency induced by diabetes, @CHEMICAL$, cART, and their combinatorial interactions.	other
0d75f25214	was measured in @CELL$ using the inhibition of @CHEMICAL$ auto-oxidation.	other
