57a3308b08	@CHEMICAL$ Reduces Hypertrophic Scar Formation in Rabbit Ear Model Through Down-Regulation of VEGF and @GENE$	deactivates
af03c06b80	Conversely, cholesterol loading of retinal epithelial cells downregulated ADAM17 expression, suggesting that lowering @CHEMICAL$ levels by statins may modulate cell surface @GENE$ activity (J.).	modulates
f178317839	The present study reveals that treatment with @CHEMICAL$ significantly up-regulated the @GENE$ gene and protein expression, in a timely manner in A549 cells and also significantly down regulated the mRNA and protein expression of MMP-2.	activates
dfe3d9748b	Among these genes, the ferroportin gene @GENE$|FPN1, which is the only mechanism known to mediate @CHEMICAL$ egress from cells, is downregulated.	transported_by
a0dffe3ceb	Because [1-13C]pyruvate carries a physiological negative charge, transmembrane influx of systemically administered [1-13C]@CHEMICAL$ from extracellular spaces into intracellular spaces is transporter mediated primarily by @GENE$.	transported_by
7c8736d69b	While FTH1, FTL, FPN1, and PCBP2 are critical to reduce intracellular iron, @GENE$, TFRC, and SCL11A2 are critical to absorb and transport @CHEMICAL$ into the cytoplasm.	transported_by
6a82b6fcd5	CYP11B2 and @GENE$, which catalyze the final biosynthesis steps of @CHEMICAL$ and cortisol, respectively, share a 93% homogeneity at the amino acid sequence level.	metabolized_by
85f8004b99	They observed that mRNA abundance of CBS, GSS, GSR, GPX1, @GENE$, TLR4, IL1B, IL10, heat shock protein 70, BCL2 associated X increased with @CHEMICAL$ supply.	activates
8d156098c4	Here we show that in mouse models of hormone-receptor-positive breast cancer, periodic fasting or a fasting-mimicking diet enhances the activity of the endocrine therapeutics tamoxifen and @CHEMICAL$ by lowering circulating @GENE$, insulin and leptin and by inhibiting AKT–mTOR signalling via upregulation of EGR1 and PTEN.	deactivates
72f74a4a5e	Four types of GAT transport @CHEMICAL$: GAT1, GAT2, @GENE$, and BGT-1.	transported_by
2107aa3858	Romand et al. confirmed the important roles of @GENE$ and CYP2D6 in the phase I transformation of @CHEMICAL$, while implicating UGT2B7 (Km: 762 ± 153 μM) and to a lesser extent UGT2B4 (Km: 2454 ± 497 μM) in the phase II metabolism of oxycodone.	metabolized_by
2b1706018e	A second androgen-regulating gene, @GENE$, encodes a member of the organic ion transporter protein (OATP) family, and facilitates cellular uptake of androgens including @CHEMICAL$ and DHT.	transported_by
7a322293dc	@CHEMICAL$ regulated the expression levels of inflammatory cytokines IL-7, IL-15, and @GENE$ in mice with colitis.	modulates
784ca1327f	Overexpression of @GENE$ enhanced DOX mediated cell death (Fig. 4c) and directly mediated uptake of @CHEMICAL$ (Fig. 4d), suggesting a direct role for SLCO1A2 mediated transport in DOX-toxicity.	transported_by
d5ff10ec0d	@GENE$ can also transport several aromatic amino acid-related compounds, such as @CHEMICAL$ and citrulline, an intermediate catabolite from which arginine can be synthesized.	transported_by
cae38948cb	Previous studies have documented that natural products, such as farnesol and @CHEMICAL$, regulate STAT3 activation through up-regulating @GENE$ and SHP-2.	activates
